name,city,province,region,type,beds,phone,email,website,latitude,longitude,address,source,id,place_id
مستشفي العياشي,,,,Hôpital,200.0,+212 5 22 37 44 44,info@hospitalelaiachi.ma,https://hospitalelaiachi.ma/,34.0346468,-6.8259071,"الدار البيضاء, 10000, Morocco",osm,759,
مستودع الأموات,,,,Hôpital,500.0,+212 5 22 23 34 56,moustad_el_amwat@hopitaux.ma,https://www.hopitaux.ma/moustad_el_amwat,34.262942,-6.5724598,"الدار البيضاء, Morocco",osm,760,
مستوصف ميمونة,,,,Hôpital,50.0,+212 5 22 28 28 28,,,33.0027888,-7.626003,"Route de Tanger, Mimarine, Casablanca",osm,761,
Hopital hassan1 tiznit,,,,Hôpital,450.0,,,,29.7057116,-9.7423845,,osm,762,
Hôpital Ahdav مستوصف أحداف,,,,Hôpital,250.0,+212 5 37 63 14 15,info@hadav.ma,https://www.hadav.ma,33.4427961,-5.2286411,"BP 1234, Rabat, Maroc",osm,763,
Hôpital régional المستشفى الإقليمي,طاطا,,,Hôpital,500.0,+212 528 123456,horegionale@tiznit.ma,https://www.horegionale.tiznit.ma,29.7459137,-7.9642095,"Route de la ville, 12345, طاطا, Province de Tiznit, Maroc",osm,764,206.0
Centre de santé adarissa المركز الصحي الادارسة,,,,Hôpital,150.0,0525 83 23 14,info@centre-sante-adarissa.ma,https://centre-sante-adarissa.ma,34.0173921,-5.0136059,"Route de la plage, Adarissa, Morocco",osm,765,
Dispensaire Ait Tamlil,,,,Hôpital,20.0,+212 528 83 24 34,,,31.4820331,-6.9419983,"Route de Tafraout, Aït Tamlil, Province de Taroudant, Maroc",osm,766,
hôpital Sidi Said مستشفى سيدي سعيد,,,,Hôpital,500.0,+212 5 28 83 33 33,info@hopital-sidisaid.ma,https://www.hopital-sidisaid.ma,33.8932731,-5.577921,"Route de Sidi Said, 40000 Sidi Said, Maroc",osm,767,
مستشفى اهل الغلام الأزهر,,,,Hôpital,500.0,+212 5 22 23 34 56,mohamed@gmail.com,https://mohamed.com,33.5984149,-7.4889641,"الدار البيضاء, Morocco",osm,768,
Hôpital Psychatrie Kenitra,,,,Hôpital,200.0,0539 83 12 34,hospitalkenitra@minss.gov.ma,https://www.minss.gov.ma/hospitalkenitra,34.246894,-6.5800767,"Boulevard Mohammed VI, Kenitra, Maroc",osm,769,
Centre de santé - Takadoum,,,,Hôpital,40.0,,,,33.8840397,-5.5768585,,osm,770,
مستشفى سيدي بنور,,,,Hôpital,600.0,0523369840,,,32.6524104,-8.4131853,"Route de l'aéroport, 40000 Sidi Bennour, Marrakech-Safi, Maroc",osm,771,
"Centre de Santé Urbain ""Oulad Hmaid""",Ksar-el-Kebir القصر الكبير,,,Hôpital,30.0,,,,34.9955192,-5.9061766,"Ksar el Kebir, Maroc",osm,772,207.0
Hopital Provincial de Ksar El Kébir,Ksar-el-Kebir القصر الكبير,,,Hôpital,250.0,+212 53 784 1111,,,34.993954,-5.9029802,"Route de la Plage, Ksar El Kébir, Morocco",osm,773,207.0
Clinique Al Houda مصحة الهدى,,,,Hôpital,100.0,+212 5 22 21 11 11,,,30.3976259,-9.5381774,"Route de Rabat, 10000 Casablanca, Maroc",osm,774,
dispenssaire ain zliten,Fes Médina ain zleten,,,Hôpital,20.0,+212 35 63 21 00,,,34.0641064,-4.9809569,"Boulevard Mohammed V, Ain Zleten, Fès, Maroc",osm,775,208.0
croissant rouge el batha الهلال الاحمر,Fes Médina batha,,,Hôpital,100.0,+212 35 937 333,,,34.0597948,-4.9821199,"Batha, Fès Médina, Fès, Maroc",osm,776,209.0
docteur Générale,Fes Médina batha,,,Hôpital,500.0,+212 535 63 31 31,,,34.0602977,-4.9816195,"Batha, Fès, Maroc",osm,777,209.0
مركز الانكولوجيا للاسلمى باكدير,,,,Hôpital,1000.0,+212 35 63 22 11,,https://www.cnr.ac.ma,30.4171197,-9.5749363,"Route de l'Université, B.P. 4014, Fès",osm,778,
Hôpital AL mansour,,,,Hôpital,500.0,+212 5 22 34 56 78,info@almansourhospital.ma,https://www.almansourhospital.ma,33.6075203,-7.5031634,"BP 1234, Avenue Hassan II, Casablanca",osm,779,
Hopital provincial,,,,Hôpital,500.0,,,,32.1570053,-6.3554656,,osm,780,
Centre De Sante Martil,Martil,,,Hôpital,150.0,+212 539 51 26 26,,,35.6197939,-5.2740769,"Route de Tanger, 83000 Martil, Tanger-Tétouan-Al Hoceïma, Maroc",osm,781,210.0
Hopital de Proximite - Tiflet,,,,Hôpital,200.0,+212 5 27 23 23 23,hopital.tiflet@minss.gov.ma,https://www.minss.gov.ma/hopital-de-proximite-tiflet,33.8954291,-6.3345311,"Route de Tiflet, Tiflet, Maroc",osm,782,
Centre de dialyse Guich Oudaya,Témara تمارة,,,Hôpital,40.0,+212 5 39 93 43 43,,,33.94383,-6.8848079,"Témara, Route de Rabat, Guich Oudaya, 14200 Témara, Maroc",osm,783,201.0
Pharmacie Achorouk صيدلية الشروق,Beni Mellal,,,Hôpital,50.0,0525 83 23 45,pharmacie.achorouk@gmail.com,https://www.pharmacie-achorouk.ma,32.3210018,-6.3689134,"Boulevard Mohammed VI, Beni Mellal, Maroc",osm,784,211.0
Hôpital Ouled Said Le Oued مستشفى أولاد سعيد الوادي ⴰⵙⴳⵏⴰⴼ ⵏ ⵡⵍⴰⴷ ⵙⵄⵉⴷ ⵍⵡⴰⴷ,,,,Hôpital,250.0,0525 53 55 55,,,32.5515621,-6.3721224,"Route de Ouled Said, 24000 Oued Zem, Maroc",osm,785,
Clinic El Menzah,Meknès,,,Hôpital,150.0,+212 53 926 111,info@clinicelmenzah.ma,https://clinicelmenzah.ma,33.9003174,-5.554341,"Boulevard Mohammed VI, Meknès 50000, Maroc",osm,786,175.0
Polyclinique Kendouci مصحة القندسي,,,,Clinique,150.0,+212 5 22 44 44 44,polycliniquekendouci@gmail.com,https://www.polycliniquekendouci.ma,33.893961,-5.542096,"Rue du Docteur Abderrahmane Kendouci, Casablanca, Maroc",osm,787,
CHU de Tanger-Tétouan-Al Hoceima,Tanger,,,Hôpital,1000.0,0539 93 31 31,,https://chutanger.ma,35.6837521,-5.9258114,"Route de la Zitoune, 90000 Tanger, Maroc",osm,788,144.0
Hopital Ibn Khaldoun,,,,Hôpital,500.0,+212 539 93 31 31,,,34.06329,-4.9907796,"Boulevard Mohammed VI, 10000 Tétouan, Maroc",osm,789,
Clinique Jerrada Oasis,,,,Clinique,50.0,,,,33.5563984,-7.6323525,,osm,790,
Ibn Rochd إبن رشد,,,,Clinique,1000.0,+212 5 22 28 28 28,,https://www.ibrh.ma,33.8913673,-5.5470704,"Rue Ibn Rochd, Casablanca, Maroc",osm,791,
Clinique Val Fleuri,Tanger,,,Clinique,90.0,,,,35.7775687,-5.8270735,"Tanger, Maroc",osm,792,144.0
Clinique des Specialites Ryad,2 RUE BENZAKOUR ATLAS FES,,,Clinique,100.0,0535656565,,,34.0312267,-4.9988263,2 RUE BENZAKOUR ATLAS FES,osm,793,212.0
المعهد الوطني للانكولوجيا,الرباط,,,Hôpital,600.0,,,,33.9723284,-6.8731815,"الرباط, Morocco",osm,794,151.0
Hassan II Hospital,Settat,,,Hôpital,500.0,+212 24 83 22 11,,,32.9951628,-7.6157785,"Route de Casablanca, 26000 Settat, Maroc",osm,795,213.0
المصحة الدولية رياض النخيل,الرباط,,,Clinique,500.0,+212 537 75 75 75,,,33.9499268,-6.8606581,"Route de Rabat, 10000 Rabat, Maroc",osm,796,151.0
Hopital El qorb,Ben Ahmed,,,Hôpital,200.0,+212 6 12 34 56 78,info@elqorb.ma,https://elqorb.ma,33.0702578,-7.2438736,"Rue El Qorb, Ben Ahmed, Maroc",osm,797,214.0
Clinique Al Matar,,,,Hôpital,150.0,+212 5 22 33 44 55,info@cliniquealmatar.ma,https://www.cliniquealmatar.ma,35.151357,-2.92683,"Boulevard Mohammed VI, 20100 Casablanca, Maroc",osm,798,
Moulay Hassan,,,,Hôpital,1000.0,0524 43 31 31,,,34.2608894,-6.5629662,"Boulevard Mohammed VI, 40000 Marrakech, Maroc",osm,799,
Hôpital Okba Ibnou Nafiâ,,,,Hôpital,600.0,,,,32.2913286,-9.2405033,"Route de Tébessa, 31000, Ghardaïa",osm,800,
Clinique 16 Novembre,Rabat ⵔⴱⴰⵟ الرباط,,,Clinique,80.0,+212 (0)5 37 67 17 17,,https://clinique-oncologie.ma/,33.9802059,-6.8423539,"Boulevard Mohammed V, 10000 Rabat, Maroc",osm,801,172.0
Centre De Sante Bouknadel,,,,Hôpital,200.0,+212 5 24 83 11 11,,,34.1208795,-6.7404256,"Route de Rabat, 11200 Bouknadel, Maroc",osm,802,
Hôpital Bouafi,,,,Hôpital,450.0,,,,33.5592237,-7.6098386,,osm,803,
Hôpital Militaire Guelmim,,,,Hôpital,500.0,+212 528 83 33 33,,,29.0045177,-10.0473103,"Route de la plage, Guelmim, Maroc",osm,804,
International Clinic of Tangier,Tanger,,,Hôpital,50.0,+212 539 33 33 33,info@icltanger.com,https://www.icltanger.com,35.7715937,-5.7853316,"Boulevard Mohammed VI, Tanger, Maroc",osm,805,144.0
Hospital El Kelâa 2,,,,Hôpital,500.0,+212 24 88 23 45,,,32.0538269,-7.3944783,"Boulevard El Kelaa, 40000 El Kelaa des Sraghna, Marrakech-Safi, Maroc",osm,806,
المركز الاستشفائي الجهوي كلميم,,,,Hôpital,300.0,+212 528 83 23 34,,,29.0021959,-10.0725836,"Route de la plage, Kelaat M'Gouna, Kelaat M'Gouna, Province de Kelaat M'Gouna, Région de Souss-Massa, Maroc",osm,807,
Nouveau Hôpital de Guelmim,,,,Hôpital,500.0,+212 528 83 34 56,nouveau.hopital.guelmim@minsa.gov.ma,https://www.minsa.gov.ma/hopitaux/nouveau-hopital-de-guelmim,29.0034161,-10.070263,"Route de la ville, Guelmim, Maroc",osm,808,
مستوصف زاوية المجدوب,,,,Hôpital,40.0,+212 5 22 33 44 55,,,30.3494015,-5.8400115,"الدار البيضاء, مقاطعة الدار البيضاء, مراكش-أسفي, Maroc",osm,809,
Dispensary Tassoumaât,,,,Hôpital,30.0,,,,30.9216927,-6.9268143,,osm,810,
مستشفى إيموزار مرموشة - Imouzzer Marmoucha Hospital,Imouzzer Marmoucha إموزار مرموشة,,,Hôpital,100.0,+212 5 24 98 00 00,,,33.4683163,-4.3010944,"Route de Tacheddirt, Imouzzer Marmoucha, Maroc",osm,811,215.0
dispensaire مستوصف,,,,Hôpital,30.0,,,,32.2213838,-6.8909044,,osm,812,
Sidi Yahia,,,,Clinique,500.0,+212 5 22 33 44 55,sidiyahia.hopital@gmail.com,https://sidiyahia.hopital.ma,33.2399732,-8.4977174,"Boulevard Sidi Yahia, Casablanca, Maroc",osm,813,
Ibn Badiss,,,,Clinique,500.0,+212 539 93 31 31,ibnbadiss@hopital.ma,https://www.hopital-ibnbadiss.ma,33.2390302,-8.5081198,"Route de l'aéroport, 40000 Tanger",osm,814,
Santacruz Surf Hostel,AOURIR,,,Hôpital,500.0,,,,30.5141011,-9.6799677,,osm,815,216.0
Hospital Ben Karrich,Bni Karrich بن قريش,,,Hôpital,150.0,+212 53 93 22 11,hospital.benkarrich@hopitaux.ma,https://www.hopitaux.ma/hospital-ben-karrich,35.5104321,-5.4231156,"Route de Meknès, Bni Karrich, Meknès",osm,816,217.0
Hôpital wlad bennasser,,,,Hôpital,300.0,+212 48 84 20 20,,,33.928382,-6.9023329,"Route de Meknès, 24000 Khouribga, Maroc",osm,817,
Centre régional d'Oncologie,Oujda,,,Hôpital,100.0,+212 66 77 22 33,cro.oujda@minss.gov.ma,https://www.minss.gov.ma/fr/centre-regional-d-oncologie-de-oujda,34.6567405,-1.9131286,"Route de la Zitoune, 60000 Oujda, Maroc",osm,818,131.0
centre d'hémodialyse association,,,,Clinique,30.0,,,,29.1757473,-9.7143724,,osm,819,
Hopital de Proximité,,,,Hôpital,500.0,,,,29.181205,-9.7224244,,osm,820,
host,,,,Hôpital,500.0,,,,34.3170775,-4.7963988,,osm,821,
Hôpital Militaire,,,,Hôpital,500.0,+212 22 43 33 44,,,27.1605474,-13.1956391,"BP 4015, Casablanca",osm,822,
centre de santé Belfaa,,,,Hôpital,40.0,,,,30.0496333,-9.564008,,osm,823,
Centre de santé urbain niveau 1 Regraga المركز الصحي الحضري -مستوى أول- رݣراݣة,,,,Clinique,150.0,+212 5 24 34 56 78,csu.regraga@minss.gov.ma,https://www.minss.gov.ma/fr/centre-de-sante-urbain-niveau-1-regraga,33.2564485,-7.5730375,"Route de Rabat, Regraga, Maroc",osm,824,
Hopital Provincial Mohammed V,,,,Hôpital,500.0,+212 44 38 22 22,hopital.provincial.mohammedv@msssi.gov.ma,https://www.hopitalmohammedv.ma,33.2354468,-8.4793636,"Boulevard Mohammed V, 40000 Marrakech",osm,825,
Centre de Sante Ain Harrouda,,,,Hôpital,450.0,,,,33.6400935,-7.4486967,,osm,826,
Clinique Lemsalah,,,,Hôpital,150.0,+212 5 22 33 44 55,info@lemsalah.ma,https://www.cliniquelemsalah.ma,31.6120654,-7.9697384,"Rue Lemsalah, Casablanca, Maroc",osm,827,
AKDITAL : Hôpital Privé de Tanger,Tanger,,,Hôpital,150.0,0539 33 33 33,info@akdital.ma,https://www.akdital.ma,35.7445247,-5.8618678,"Route de la Ziaten, Tanger, Maroc",osm,828,144.0
Hôpital Sidi El Mekki مستشفى سيدي المكي,,,,Hôpital,250.0,+212 5 35 83 34 56,hospitelmekki@hopitaux.gov.ma,https://www.hopital-sidielmekki.ma,33.2120174,-7.7122637,"Route de Sidi El Mekki, 40000 Sidi El Mekki, Maroc",osm,829,
Hôpital Moulay Youssef مستشفى مولاي يوسف,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,,,Hôpital,500.0,+212 5 22 22 22 22,moulayyoussef.hospital@casablanca.ma,https://www.hopitalmoulayyoussef.ma,33.6026902,-7.6323317,"Boulevard Moulay Youssef, Casablanca",osm,830,155.0
Hôpital Mohammed V مستشفى محمد الخامس,Casablanca,,,Hôpital,1000.0,+212 522 47 47 47,,https://hopitalmohammedv.ma/,33.5893427,-7.5515381,"Boulevard de la Corniche, 20250 Casablanca, Maroc",osm,831,182.0
Institut Pasteur معهد باستور,,,,Hôpital,120.0,+212 522 22 70 00,,https://www.pasteur.ma/,33.5739616,-7.623506,"BP 17, Route d'El Jadida, Casablanca",osm,832,
CENTRE DE SANTE,Drarga,,,Hôpital,150.0,+212 6 11 22 33 44,centredesante.drarga@hopitaux-marocains.ma,https://www.centredesante.drarga.ma,30.3844126,-9.4807666,"Route de Drarga, Drarga, Maroc",osm,833,170.0
